Country,Region,Year,Infant_deaths,Under_five_deaths,Adult_mortality,Alcohol_consumption,Hepatitis_B,Measles,BMI,Polio,Diphtheria,Incidents_HIV,GDP_per_capita,Population_mln,Thinness_ten_nineteen_years,Thinness_five_nine_years,Schooling,Economy_status_Developed,Economy_status_Developing,Life_expectancy
United Arab Emirates,Middle East,2001,9.3,10.9,95.5935,1.62,92,92,27.2,94,94,0.13,58422,3.30,5.3,5.1,8.4,0,1,74.5
New Zealand,Oceania,2000,6.1,7.4,85.7000,8.83,90,86,26.7,82,90,0.02,30863,3.86,0.3,0.3,11.6,1,0,78.6
Barbados,Central America and Caribbean,2007,14.2,15.4,112.4860,8.07,93,96,27.1,93,93,0.49,18205,0.28,3.9,3.9,9.3,0,1,78.1
Lesotho,Africa,2005,74.0,116.1,604.6130,1.94,87,68,24.3,88,89,16.19,836,2.00,9.3,9.2,5.3,0,1,42.7
United Kingdom,Rest of Europe,2002,5.4,6.3,85.3700,11.33,88,86,26.5,91,91,0.08,40563,59.37,0.7,0.5,11.9,1,0,78.1
Ghana,Africa,2003,58.0,88.5,293.6475,1.91,80,55,22.9,80,80,1.48,1105,20.75,8.6,8.5,6.3,0,1,57.8
India,Asia,2002,62.1,84.5,216.3545,1.08,67,34,20.8,58,59,0.22,797,1093.32,27.4,28.4,4.6,0,1,63.3
Iceland,Rest of Europe,2001,3.1,3.9,69.5820,6.32,88,90,25.6,92,92,0.02,43288,0.28,1,0.9,9.6,1,0,80.7
Japan,Asia,2001,3.1,4.3,71.4415,8.01,83,86,22.5,81,95,0.17,31476,127.15,1.7,1.4,10.8,1,0,81.4
Georgia,Rest of Europe,2003,25.5,28.8,171.3125,2.79,48,57,26.1,74,75,0.05,1984,3.95,2.9,3,12,0,1,70.3
Ethiopia,Africa,2013,47.3,69.6,234.3685,0.57,72,64,20.5,70,72,0.25,556,95.39,1.6,1.4,2.5,0,1,64
North Macedonia,Rest of Europe,2001,13.2,14.8,121.4820,4.40,74,97,25.7,91,91,0.08,3169,2.03,2.8,2.8,6.8,0,1,73.4
Tunisia,Africa,2006,17.9,21.0,103.2800,1.32,99,98,25.6,99,99,0.03,3494,10.20,6.3,6.3,5.9,0,1,74.4
Montenegro,Rest of Europe,2012,4.6,5.5,106.8490,9.37,90,97,26.2,94,94,0.03,5996,0.62,1.9,1.9,11.2,0,1,76.2
St. Lucia,Central America and Caribbean,2013,18.5,20.9,139.7475,8.93,99,83,29.4,99,99,0.40,10148,0.18,4.3,4.3,8.4,0,1,75.3
Liberia,Africa,2005,90.7,129.6,306.9055,4.20,58,64,23.4,66,60,3.50,554,3.22,8.3,8.3,3.8,0,1,55.4
Guatemala,Central America and Caribbean,2011,27.6,33.4,173.8600,2.05,88,83,26.1,88,88,0.05,3689,14.52,1.2,1.2,5.3,0,1,71.9
Fiji,Oceania,2003,19.2,22.5,215.0930,2.07,99,85,26.5,95,94,0.04,4339,0.82,4.2,3.9,9.3,0,1,66.2
Nigeria,Africa,2006,92.3,150.1,392.3740,11.18,27,64,22.8,46,40,0.95,2013,142.54,12.6,12.6,5.2,0,1,48.8
Namibia,Africa,2012,37.9,50.5,354.0130,2.37,84,64,23.9,84,84,5.38,4421,2.19,9.5,9.4,6.4,0,1,59.4
Cameroon,Africa,2002,83.7,137.5,410.1580,4.54,81,64,23.3,66,66,3.58,1144,16.36,7.4,7.5,5.1,0,1,51.5
Vanuatu,Oceania,2010,24.3,29.1,144.4315,1.36,62,65,25.9,74,65,0.17,2856,0.24,1.5,1.4,6.7,0,1,69.1
Hungary,European Union,2004,6.7,7.9,180.2155,13.28,88,99,26.2,99,99,0.08,10797,10.11,2.1,2.1,10.6,1,0,72.6
Guinea,Africa,2003,89.5,144.9,333.1650,0.18,57,64,22.0,61,57,1.22,653,8.75,9.7,9.7,1.5,0,1,51.9
Cyprus,European Union,2012,2.6,3.1,54.6180,10.58,96,88,26.8,99,99,0.06,24217,1.14,0.9,1,11.8,1,0,79.8
Bosnia and Herzegovina,Rest of Europe,2000,8.7,9.9,121.2340,3.87,92,74,24.8,87,85,0.08,2848,3.75,3.3,3.2,7,0,1,74.4
Luxembourg,European Union,2008,2.4,3.0,71.6035,11.99,94,86,26.0,96,99,0.09,110095,0.49,0.9,0.9,11.7,1,0,80.5
Bosnia and Herzegovina,Rest of Europe,2007,7.2,8.3,106.9245,5.03,94,95,25.2,95,95,0.08,3910,3.76,2.8,2.8,7.5,0,1,75.5
Vanuatu,Oceania,2013,24.3,29.1,135.8720,1.61,64,65,26.0,78,64,0.17,2751,0.26,1.5,1.4,6.8,0,1,69.6
Seychelles,Africa,2014,12.6,14.7,152.1215,8.44,99,98,26.6,99,99,3.50,14672,0.09,5.7,6,9.4,0,1,73.2
"Bahamas, The",Central America and Caribbean,2015,12.0,14.0,158.5890,9.27,95,83,27.9,95,95,0.34,31699,0.37,2.5,2.5,11.1,0,1,73.1
Trinidad and Tobago,Central America and Caribbean,2001,24.5,27.7,191.8660,4.70,86,80,26.0,91,91,0.40,11074,1.27,6.6,7.1,9.3,0,1,69.7
Suriname,South America,2015,18.2,20.3,170.1290,4.75,89,21,26.5,78,89,0.47,9168,0.56,3.5,3.5,8.4,0,1,71.2
Luxembourg,European Union,2015,2.3,2.8,54.3930,11.37,94,86,26.3,99,99,0.10,105462,0.57,1,0.9,12,1,0,82.3
Comoros,Africa,2011,60.5,82.0,239.0430,0.11,83,64,23.9,85,83,0.02,1228,0.71,7,6.8,4.4,0,1,62.2
Russian Federation,Rest of Europe,2003,12.9,16.1,323.8525,11.32,94,96,25.9,97,96,0.08,6370,144.65,2.6,2.8,11.4,0,1,65
Finland,European Union,2007,2.8,3.5,95.0890,10.45,88,92,25.9,97,99,0.08,46213,5.29,0.9,0.8,12,1,0,79.3
Portugal,European Union,2010,3.1,3.8,86.1460,11.26,97,95,25.8,97,98,0.16,19670,10.57,0.7,0.5,8.1,1,0,79
Jordan,Middle East,2005,19.7,23.2,122.7175,0.51,95,92,28.2,95,95,0.13,4341,5.77,3.9,3.8,9.7,0,1,72.6
Kazakhstan,Asia,2009,20.0,22.5,247.1405,3.16,99,99,26.0,99,98,0.11,8488,16.09,2.3,2.5,11.5,0,1,68.4
Equatorial Guinea,Africa,2014,69.9,96.8,327.5505,8.64,53,64,23.9,55,20,4.04,12927,1.12,8.5,8.4,5.5,0,1,57
Lithuania,European Union,2012,4.2,5.2,179.7720,14.97,93,93,26.4,93,93,0.09,12679,2.99,2.7,2.7,11.7,1,0,73.9
"Gambia, The",Africa,2012,43.2,67.7,270.0000,2.74,98,64,23.6,98,98,1.08,685,1.91,7.8,7.7,3.1,0,1,60.2
Iceland,Rest of Europe,2009,2.2,2.8,56.5940,7.24,88,93,26.0,96,96,0.05,49527,0.32,0.9,0.9,10.5,1,0,81.8
Antigua and Barbuda,Central America and Caribbean,2013,7.1,8.5,132.9015,9.43,99,87,26.4,98,99,0.20,13554,0.09,3.3,3.3,9.2,0,1,76.2
"Egypt, Arab Rep.",Africa,2014,20.5,24.3,151.4815,0.19,94,64,29.3,94,94,0.13,3490,90.42,2.8,2.8,7,0,1,71.1
United States,North America,2008,6.5,7.6,107.7580,8.74,94,86,28.4,94,96,0.13,53854,304.09,0.7,0.6,13.2,1,0,78
Libya,Africa,2015,11.4,13.3,134.7895,0.01,97,97,28.0,97,97,0.08,7590,6.42,5.8,5.5,7.3,0,1,72.1
Romania,European Union,2012,9.5,11.2,135.6795,9.66,96,90,26.3,92,91,0.04,8005,20.06,2.8,3,10.9,1,0,74.4
Lebanon,Middle East,2008,9.8,11.4,71.4135,1.57,81,65,27.0,75,81,0.03,7961,4.76,4.7,4.7,7.8,0,1,77.9
"Congo, Rep.",Africa,2006,53.1,79.8,359.3415,1.30,71,64,22.5,73,73,2.15,2269,3.75,8.7,8.3,5.9,0,1,56.6
Sweden,European Union,2005,3.0,3.6,65.3400,6.53,60,95,25.5,98,98,0.08,45990,9.03,1.3,1.3,12.4,1,0,80.5
Niger,Africa,2010,61.9,121.9,267.2620,0.11,70,64,21.5,75,70,0.08,443,16.46,1.7,1.6,1.4,0,1,57.3
Nicaragua,Central America and Caribbean,2009,21.1,24.9,163.3750,3.32,98,83,26.6,99,98,0.12,1630,5.75,1.9,1.8,5.9,0,1,72.2
Denmark,European Union,2000,4.7,5.7,102.3880,11.68,88,89,24.9,97,97,0.04,49242,5.34,1.3,1,10.7,1,0,76.6
Ghana,Africa,2004,56.4,85.6,286.5940,0.55,80,55,23.1,81,80,1.39,1139,21.27,8.4,8.3,6.4,0,1,58.2
Libya,Africa,2006,18.6,21.7,133.1130,0.01,98,96,27.3,98,98,0.08,13386,5.89,5.5,5.4,6.6,0,1,72.1
Timor-Leste,Oceania,2002,76.8,96.5,249.4060,0.48,75,64,20.0,38,54,0.04,980,0.92,12.1,12.1,2.9,0,1,60.9
Israel,Middle East,2007,4.1,5.1,65.7450,2.46,99,90,26.7,95,95,0.08,31208,7.18,1.1,1.1,12.5,1,0,80.5
Peru,South America,2013,13.3,17.1,127.2080,5.27,88,54,26.3,71,88,0.12,6030,29.77,1.1,1.1,8.8,0,1,75.3
Trinidad and Tobago,Central America and Caribbean,2005,23.0,25.9,186.4710,5.75,95,84,26.5,95,95,0.40,15383,1.30,6.3,6.7,10,0,1,70.7
Maldives,Asia,2010,11.9,13.9,76.2430,1.58,97,96,24.6,97,96,0.17,8522,0.37,14,14.1,4.9,0,1,75.9
El Salvador,Central America and Caribbean,2014,13.8,16.1,184.7965,2.45,93,85,27.5,93,94,0.19,3636,6.30,1.6,1.6,6.5,0,1,72.2
Malawi,Africa,2006,61.6,104.2,508.1255,1.94,99,64,22.2,99,99,5.99,295,12.97,7.3,7.1,3.6,0,1,49.1
Denmark,European Union,2002,4.6,5.5,99.9340,11.32,88,92,25.0,98,98,0.04,49542,5.38,1.2,1,12.1,1,0,76.9
United States,North America,2015,5.8,6.8,107.3770,8.78,92,86,28.8,93,95,0.12,56763,320.74,0.8,0.6,13.3,1,0,78.7
Albania,Rest of Europe,2010,11.8,13.3,80.9365,4.88,99,98,26.1,99,99,0.03,3577,2.91,1.4,1.5,9.3,0,1,76.6
Kazakhstan,Asia,2004,29.0,33.1,277.9125,6.23,99,99,25.7,99,82,0.06,6581,15.01,2.5,2.6,11.5,0,1,66.1
Burundi,Africa,2011,56.3,85.5,313.1795,4.56,96,57,21.4,95,96,0.45,316,8.96,7.6,7.6,2.6,0,1,57.9
Niger,Africa,2006,74.8,159.3,278.9915,0.10,72,64,21.3,52,51,0.22,420,14.14,11.6,11.5,1.3,0,1,54.2
Latvia,European Union,2014,4.6,5.5,165.1905,10.60,92,89,26.5,92,92,0.28,13163,1.99,2.2,2.2,12.9,1,0,74.1
Maldives,Asia,2011,11.1,12.9,75.2900,1.69,96,96,24.7,96,96,0.17,8893,0.38,13.9,14,5.2,0,1,76.3
"Venezuela, RB",South America,2009,14.6,17.0,149.2525,7.75,84,83,26.6,75,84,0.40,11765,28.03,1.6,1.5,8.3,0,1,73.1
Croatia,European Union,2000,7.2,8.3,122.7795,13.24,96,98,25.6,94,93,0.01,8806,4.47,2.1,2.1,9.4,1,0,72.8
United Kingdom,Rest of Europe,2010,4.4,5.2,74.2785,10.01,88,86,27.0,94,94,0.08,42488,62.77,0.8,0.5,13.2,1,0,80.4
Argentina,South America,2010,12.9,14.5,124.1055,8.15,94,94,27.1,95,94,0.14,13551,40.79,1,0.9,9.8,0,1,75.3
Argentina,South America,2015,10.2,11.5,117.1895,8.49,94,87,27.6,93,94,0.13,13789,43.13,1,0.9,9.8,0,1,76.1
Chile,South America,2005,7.7,9.1,101.2730,7.57,94,96,27.0,92,91,0.15,10210,16.18,0.9,1,9.5,0,1,77.6
Mauritania,Africa,2008,63.8,101.1,216.0000,0.02,74,64,24.4,73,74,0.24,1462,3.30,9.2,8.9,3.6,0,1,62
Luxembourg,European Union,2006,2.6,3.2,87.8075,12.50,95,86,25.9,99,99,0.08,105614,0.47,0.9,0.9,11.5,1,0,79.3
Indonesia,Asia,2009,29.0,35.2,185.4970,0.07,82,67,22.4,85,78,0.21,2595,238.62,1.7,1.6,7.4,0,1,68.9
South Africa,Africa,2008,43.0,68.9,498.3520,7.46,76,54,26.8,77,79,10.58,6171,49.78,8.9,1.7,9.7,0,1,55.4
Syrian Arab Republic,Middle East,2004,17.2,20.1,117.6390,0.61,82,82,27.2,84,81,0.13,1486,17.83,6.5,6.3,5.4,0,1,74.3
United States,North America,2006,6.7,7.9,111.0235,8.63,93,86,28.2,93,96,0.13,53738,298.38,0.7,0.6,12.8,1,0,77.7
Gabon,Africa,2013,37.9,54.9,250.7575,7.57,79,64,25.0,77,79,1.37,7305,1.82,6.2,6.1,8.1,0,1,63.6
Syrian Arab Republic,Middle East,2011,16.7,20.1,174.2775,0.60,66,71,27.8,60,72,0.13,1773,21.08,6.3,6.1,6.3,0,1,71.3
Namibia,Africa,2000,45.0,75.8,446.0665,2.65,83,64,22.9,80,79,11.85,3125,1.79,15.7,15.9,5.6,0,1,52.2
Bhutan,Asia,2015,27.4,33.1,208.0030,0.04,99,94,23.8,98,99,0.13,2753,0.73,15.4,16,3.1,0,1,70.4
Niger,Africa,2013,55.0,102.7,257.1655,0.09,67,64,21.7,62,67,0.07,470,18.50,1,9.9,1.7,0,1,59.5
Maldives,Asia,2000,31.7,39.0,130.9900,1.99,96,70,23.1,98,98,0.17,6982,0.28,14.8,14.8,3,0,1,70.2
Turkiye,Middle East,2009,16.6,19.5,118.4950,1.52,94,65,27.4,96,96,0.08,7942,71.32,4.9,4.8,6.5,0,1,74.1
Turkmenistan,Asia,2008,39.1,45.5,207.4435,2.12,96,99,25.6,96,96,0.08,3795,4.94,3.2,3.3,9.9,0,1,66
Sierra Leone,Africa,2007,117.6,182.0,447.5425,3.67,63,60,22.5,63,64,1.32,501,5.99,8.9,8.9,2.8,0,1,46.5
"Micronesia, Fed. Sts.",Oceania,2010,27.4,33.1,171.0070,1.75,88,65,29.3,85,85,0.17,3085,0.10,0.2,0.2,7.2,0,1,66.5
Tanzania,Africa,2006,55.8,88.8,377.8710,6.09,90,64,22.5,91,90,3.27,717,39.55,7.6,7.5,4.8,0,1,55.1
Thailand,Asia,2002,17.0,19.9,195.0225,5.86,95,89,23.0,97,96,0.53,3795,64.07,9.2,9.5,6.5,0,1,71.1
Tunisia,Africa,2011,15.5,18.0,97.0860,1.25,98,96,25.9,98,98,0.04,3836,10.74,6.4,6.3,6.9,0,1,75.2
Timor-Leste,Oceania,2014,44.3,52.1,152.2460,0.41,77,64,21.1,76,77,0.10,1321,1.17,1.9,11.1,4.5,0,1,68.2
Syrian Arab Republic,Middle East,2014,27.7,47.0,181.8640,0.19,47,49,28.1,52,43,0.13,973,18.71,6.3,6.1,5.6,0,1,69.8
Bangladesh,Asia,2010,38.9,49.1,141.3945,0.00,94,65,21.1,94,94,0.01,973,147.58,18.9,19.4,4.9,0,1,69.9
New Zealand,Oceania,2004,5.6,6.7,78.0370,9.17,88,86,27.1,87,89,0.03,34310,4.09,0.3,0.3,11.6,1,0,79.5
Sweden,European Union,2014,2.4,2.9,54.4810,7.20,67,95,26.0,97,98,0.08,49855,9.70,1.5,1.3,12.3,1,0,82.3
Ethiopia,Africa,2002,80.3,128.3,385.2530,0.16,52,64,20.0,55,35,0.95,272,70.14,11.7,11.6,1.7,0,1,53.3
Malawi,Africa,2003,76.8,131.6,570.6320,1.22,84,64,22.0,85,84,7.52,279,12.00,7.6,7.5,3.3,0,1,46.1
Cyprus,European Union,2015,2.4,2.9,51.6435,9.59,97,88,26.8,97,97,0.06,23408,1.16,1,1,11.9,1,0,80.4
Jamaica,Central America and Caribbean,2005,17.0,19.9,154.5105,3.36,99,91,26.2,99,99,0.79,5138,2.74,1.9,1.7,8.1,0,1,74.1
Jordan,Middle East,2014,15.4,17.9,111.0570,0.35,98,98,28.8,98,98,0.13,4221,8.92,3.9,3.9,10.1,0,1,74
Georgia,Rest of Europe,2000,31.9,36.6,171.5205,3.29,55,51,25.8,81,80,0.02,1567,4.08,3.1,3.1,11.7,0,1,69.9
Mexico,North America,2008,17.6,20.6,120.3315,4.27,97,94,27.4,96,96,0.16,9181,110.82,1.7,1.6,8,0,1,75.2
Turkmenistan,Asia,2005,44.4,52.3,218.8545,2.63,99,98,25.2,99,99,0.08,2787,4.75,3.4,3.4,9.9,0,1,65
Cyprus,European Union,2008,3.1,3.7,60.2070,12.03,93,89,26.7,97,97,0.05,27447,1.08,0.9,1,11.3,1,0,79.1
Belgium,European Union,2000,4.8,5.8,99.6000,11.21,60,78,25.5,96,95,0.08,35675,10.25,0.8,0.8,10,1,0,77.7
Uganda,Africa,2002,79.2,131.6,507.0355,11.64,57,64,21.3,57,57,4.31,555,25.17,6.8,6.8,4.2,0,1,48.3
Cabo Verde,Africa,2015,16.7,19.5,125.1490,4.54,96,95,24.5,93,93,0.26,3043,0.52,6.6,6.6,5.9,0,1,72.1
Morocco,Africa,2013,22.6,26.3,73.3740,0.46,99,75,25.7,99,99,0.04,2755,33.72,6.4,6.2,4.8,0,1,75.2
Somalia,Africa,2011,93.8,152.8,323.4890,0.00,42,64,22.9,49,41,0.13,313,12.38,6.9,6.7,2.1,0,1,54.3
Qatar,Middle East,2007,8.4,9.8,60.9985,1.16,94,91,28.2,97,94,0.05,60927,1.22,4.9,4.5,9.6,0,1,78.6
Bolivia,South America,2007,38.7,49.8,212.2145,3.38,84,83,25.5,85,84,0.19,2314,9.56,1.3,1.2,7.1,0,1,66.4
Lao PDR,Asia,2015,42.1,53.8,195.6250,7.09,89,65,22.8,89,89,0.15,2140,6.74,8.8,8.9,5.1,0,1,66.5
Nepal,Asia,2004,48.2,62.7,209.6850,0.23,27,65,21.1,80,80,0.17,603,25.42,17.8,18.4,2.7,0,1,64.7
Botswana,Africa,2008,40.3,57.6,413.0785,7.52,94,83,24.1,96,96,9.09,5838,1.92,8.8,8.6,8.6,0,1,56.7
Nigeria,Africa,2007,89.8,145.6,387.5675,11.04,42,64,22.8,54,42,0.88,2090,146.34,12.3,12.3,5.2,0,1,49.4
Belarus,Rest of Europe,2008,5.1,6.6,222.9070,14.58,98,99,26.2,98,97,0.20,5181,9.53,2.1,2.3,11.3,0,1,70.5
Turkiye,Middle East,2006,20.5,24.3,125.8835,1.39,82,65,27.2,90,90,0.08,8174,68.76,5,4.8,6.1,0,1,72.8
Guinea-Bissau,Africa,2004,92.6,150.7,300.9230,3.56,83,64,22.5,69,64,3.12,552,1.31,9.4,9.3,2.3,0,1,51.9
United Kingdom,Rest of Europe,2009,4.6,5.4,76.1950,9.98,88,86,26.9,93,93,0.08,41929,62.28,0.8,0.5,13.1,1,0,80.1
Lithuania,European Union,2009,5.4,6.7,193.3095,12.97,95,94,26.3,98,98,0.08,10700,3.16,2.8,2.9,11.5,1,0,72.9
Singapore,Asia,2011,2.2,2.8,57.0010,1.89,96,96,23.6,96,96,0.10,50714,5.18,2.1,2.1,11.2,0,1,81.7
Gabon,Africa,2009,42.9,64.2,286.1745,8.12,79,64,24.6,74,76,2.03,6635,1.57,6.7,6.5,7.4,0,1,60.6
Belize,Central America and Caribbean,2012,15.2,17.7,181.4700,6.35,98,93,28.6,98,98,0.37,4734,0.34,3.5,3.4,10.5,0,1,73
Kyrgyz Republic,Asia,2000,42.5,49.8,223.7235,5.33,44,65,24.7,99,99,0.02,718,4.90,3.6,3.6,9.8,0,1,68.6
"Micronesia, Fed. Sts.",Oceania,2004,28.7,34.8,179.2125,2.03,80,65,29.0,82,78,0.17,2949,0.11,0.2,0.2,5.8,0,1,65.3
Sweden,European Union,2004,3.1,3.7,66.1935,6.51,60,95,25.4,99,99,0.08,44891,8.99,1.3,1.3,12.3,1,0,80.5
Mexico,North America,2004,20.2,23.9,124.3590,5.00,98,97,27.1,98,98,0.15,8801,104.51,1.8,1.8,7.4,0,1,75.2
Niger,Africa,2002,90.1,204.5,289.5665,0.09,72,64,20.9,43,39,0.38,418,12.19,12.5,12.5,1.2,0,1,51.3
Eswatini,Africa,2012,50.6,66.0,459.8070,6.49,95,52,26.5,92,95,15.74,3513,1.08,4.8,4.9,6.1,0,1,49.9
Malta,European Union,2004,6.2,7.1,60.3570,6.61,85,31,27.0,89,89,0.08,17653,0.40,0.7,0.7,8.6,1,0,79.3
Equatorial Guinea,Africa,2010,79.1,111.2,329.7845,8.96,46,64,23.5,61,44,4.42,13841,0.94,9,9,5.5,0,1,55.6
Montenegro,Rest of Europe,2010,5.7,6.7,114.5630,9.94,90,97,26.1,93,94,0.03,5982,0.62,2,2,11.1,0,1,76
Syrian Arab Republic,Middle East,2010,16.2,18.9,159.1760,0.77,84,82,27.7,83,80,0.13,1701,21.36,6.4,6.1,6.3,0,1,72.1
Guinea,Africa,2004,86.5,139.5,325.8740,0.34,57,64,22.1,65,60,1.16,655,8.93,9.5,9.5,1.6,0,1,52.5
Cuba,Central America and Caribbean,2014,4.6,5.8,90.5690,4.54,97,98,25.5,99,99,0.16,7379,11.31,3.4,3.3,11.2,0,1,78.5
Argentina,South America,2003,15.8,17.7,134.5355,7.62,73,80,26.4,95,96,0.15,9630,38.09,1.2,1,9.3,0,1,74.1
Norway,Rest of Europe,2006,3.2,3.9,69.5825,6.47,88,91,26.1,94,94,0.03,74190,4.66,0.8,0.7,12.5,1,0,80.3
Barbados,Central America and Caribbean,2012,13.6,14.7,102.8345,8.90,87,90,27.5,88,87,0.33,16505,0.28,3.8,3.8,10.5,0,1,78.5
Rwanda,Africa,2008,50.2,76.3,272.4180,7.51,97,87,21.5,97,97,1.22,554,9.52,6.7,6.6,3.2,0,1,60.6
Bangladesh,Asia,2002,57.0,76.5,162.2605,0.00,75,63,20.4,83,83,0.01,687,132.48,2.5,21.1,4.3,0,1,66.4
Timor-Leste,Oceania,2012,47.5,56.3,157.2650,0.48,83,64,20.9,83,83,0.09,1271,1.13,11.2,11.3,4.5,0,1,67.7
North Macedonia,Rest of Europe,2003,12.8,14.4,118.5560,5.18,74,97,25.8,96,96,0.08,3301,2.03,2.7,2.7,7.5,0,1,73.2
Tonga,Oceania,2004,13.0,15.1,151.8725,1.79,99,99,31.5,99,90,0.17,3899,0.10,0.1,0.1,9.2,0,1,69.8
Kuwait,Middle East,2007,9.5,11.1,78.3145,0.03,99,90,28.8,99,99,0.13,41171,2.50,3.2,3.1,6.3,0,1,73.8
Iceland,Rest of Europe,2015,1.8,2.3,55.3590,7.66,88,94,26.2,92,92,0.05,52952,0.33,1,0.9,12.2,1,0,82.5
Greece,European Union,2002,4.9,5.6,80.4475,8.22,91,77,26.8,92,92,0.04,19997,10.90,0.8,0.8,9.1,1,0,78.6
Mozambique,Africa,2003,95.3,145.0,436.6710,0.60,76,64,21.8,67,85,3.50,353,19.33,4,3.9,2.6,0,1,49.9
Netherlands,European Union,2002,4.9,5.9,80.5740,9.72,88,96,25.1,97,97,0.06,40914,16.15,1.1,1,11.1,1,0,78.3
Jamaica,Central America and Caribbean,2012,14.6,17.0,135.5585,3.02,96,76,27.2,96,96,0.56,4888,2.84,1.8,1.7,9.2,0,1,74
Senegal,Africa,2012,39.2,58.7,200.5000,0.19,91,33,22.8,83,91,0.14,1146,13.40,1,9.9,2.6,0,1,65.4
Togo,Africa,2015,50.8,75.9,271.7090,1.36,88,64,23.5,82,88,0.72,571,7.32,6.5,6.2,4.7,0,1,59.9
Libya,Africa,2001,23.4,27.3,143.0110,0.00,93,81,26.9,94,94,0.05,10392,5.44,5.6,5.5,5.8,0,1,71
Paraguay,South America,2006,24.5,29.3,158.8465,5.92,92,61,25.6,98,98,0.16,4049,5.91,2.2,2.2,7.1,0,1,71.9
Syrian Arab Republic,Middle East,2002,18.2,21.4,120.1510,0.90,80,84,27.0,86,84,0.13,1353,17.08,6.6,6.5,4.7,0,1,73.7
Malta,European Union,2014,5.8,6.6,52.6155,7.14,90,94,27.1,99,99,0.08,23286,0.43,0.8,0.8,11.1,1,0,82
Tonga,Oceania,2003,13.4,15.6,153.4715,1.79,85,96,31.4,98,90,0.17,4020,0.10,0.1,0.1,9.2,0,1,69.8
Trinidad and Tobago,Central America and Caribbean,2003,23.9,27.0,188.8480,5.44,76,73,26.2,91,91,0.40,13552,1.28,6.4,6.9,9.5,0,1,70.2
Argentina,South America,2008,13.7,15.3,126.9785,8.42,90,88,26.9,94,93,0.15,13311,40.08,1,0.9,8.9,0,1,75
Finland,European Union,2010,2.5,3.0,87.0500,9.72,88,92,26.0,99,99,0.08,43564,5.36,0.9,0.8,12.3,1,0,79.9
Spain,European Union,2005,3.8,4.7,75.8510,11.92,96,92,26.2,96,96,0.09,26146,43.65,0.6,0.5,8.9,1,0,80.2
United Kingdom,Rest of Europe,2000,5.6,6.5,88.0225,10.82,88,86,26.3,91,91,0.08,39229,58.89,0.7,0.5,11.7,1,0,77.7
Luxembourg,European Union,2013,2.3,2.8,66.6085,11.25,94,86,26.2,99,99,0.10,105339,0.54,0.9,0.9,11.8,1,0,81.8
Madagascar,Africa,2013,43.4,62.7,227.7835,0.85,74,64,21.2,72,74,0.20,463,22.96,7.3,7.2,6.1,0,1,64.7
Mongolia,Asia,2007,28.1,34.1,245.3935,9.12,98,97,25.0,99,95,0.02,2411,2.59,2.2,2.4,8.9,0,1,66
Australia,Oceania,2004,4.8,5.8,67.9200,9.84,95,85,26.6,92,92,0.05,49439,20.13,0.7,0.6,11.8,1,0,80.5
Cabo Verde,Africa,2007,23.3,27.8,135.8385,5.40,96,95,24.0,98,98,0.27,2922,0.48,8.1,8,4.6,0,1,70.7
Georgia,Rest of Europe,2014,9.7,10.9,158.8825,6.49,91,87,27.3,91,91,0.14,3903,3.72,2.7,2.8,12.6,0,1,72.7
Sri Lanka,Asia,2001,13.7,16.0,152.6640,1.68,86,52,21.6,98,98,0.02,1880,18.91,15.4,15.6,10.2,0,1,72.2
Bahrain,Middle East,2006,8.8,10.2,75.8375,1.94,98,99,25.2,98,98,0.05,22069,0.96,6.1,5.9,8.4,0,1,75.5
Ecuador,South America,2001,23.4,28.0,156.5060,4.19,69,95,25.4,90,89,0.22,4299,12.91,1.6,1.5,7,0,1,73.1
Estonia,European Union,2015,2.4,3.1,116.3510,16.72,91,92,26.4,93,93,0.08,17402,1.32,1.9,1.9,12.7,1,0,77.6
Algeria,Africa,2001,33.3,38.9,136.2000,0.23,81,73,24.4,89,89,0.01,3163,31.45,6.4,6.3,6.1,0,1,71.1
El Salvador,Central America and Caribbean,2008,18.3,21.4,200.8070,2.59,98,79,26.9,98,98,0.25,3364,6.13,1.8,1.7,6.4,0,1,70.8
Turkmenistan,Asia,2011,36.7,42.5,197.4050,2.88,97,99,25.9,97,97,0.08,4811,5.17,3.2,3.3,9.9,0,1,66.9
Thailand,Asia,2008,12.8,14.9,165.9995,7.54,98,91,23.6,99,99,0.27,4884,66.53,8.5,8.6,7.3,0,1,73.3
Seychelles,Africa,2007,11.9,13.8,159.6640,7.25,99,99,26.0,99,99,3.50,12702,0.09,5.9,6.3,7.9,0,1,73.1
Bhutan,Asia,2014,28.5,34.6,212.0515,0.21,99,92,23.7,98,99,0.13,2613,0.72,15.7,16.2,3.1,0,1,70
Cuba,Central America and Caribbean,2010,5.1,6.4,94.8860,4.28,96,98,25.2,99,96,0.15,6759,11.23,3.4,3.2,11,0,1,78.3
Spain,European Union,2010,3.1,3.8,64.9500,8.94,97,92,26.2,97,97,0.09,25703,46.58,0.6,0.5,9.4,1,0,81.6
Mexico,North America,2013,14.9,17.3,113.6310,3.81,82,76,27.7,83,83,0.16,9283,118.83,1.6,1.5,8.4,0,1,74.9
"Iran, Islamic Rep.",Middle East,2009,17.4,20.4,112.6595,0.03,99,65,25.7,99,99,0.10,5255,72.92,7.7,7.9,8.8,0,1,73.5
